tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
330,6/1/2019 0:00,6/1/2019 0:05,3602,31 Ave & 34 St,40.763154,-73.920827,3570,35 Ave & 37 St,40.7557327,-73.9236611,20348,Subscriber,1992,male
830,6/1/2019 0:00,6/1/2019 0:13,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,3781,Greene Av & Myrtle Av,40.698568,-73.918877,34007,Subscriber,1987,female
380,6/1/2019 0:00,6/1/2019 0:06,229,Great Jones St,40.72743423,-73.99379025,326,E 11 St & 1 Ave,40.72953837,-73.98426726,20587,Subscriber,1990,female
1155,6/1/2019 0:00,6/1/2019 0:19,3771,McKibbin St & Bogart St,40.706237,-73.933871,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,33762,Subscriber,1987,male
1055,6/1/2019 0:00,6/1/2019 0:17,441,E 52 St & 2 Ave,40.756014,-73.967416,3159,W 67 St & Broadway,40.77492513,-73.98266566,31290,Subscriber,1973,male
128,6/1/2019 0:00,6/1/2019 0:02,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,495,W 47 St & 10 Ave,40.76269882,-73.99301222,25137,Subscriber,1989,male
315,6/1/2019 0:00,6/1/2019 0:05,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3560,28 St & 38 Ave,40.754876,-73.934326,25648,Subscriber,1995,male
471,6/1/2019 0:00,6/1/2019 0:08,3467,W Broadway & Spring Street,40.72494672,-74.00165856,401,Allen St & Rivington St,40.72019576,-73.98997825,26972,Subscriber,1990,male
1554,6/1/2019 0:00,6/1/2019 0:26,379,W 31 St & 7 Ave,40.749156,-73.9916,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,32969,Customer,1970,male
392,6/1/2019 0:00,6/1/2019 0:06,467,Dean St & 4 Ave,40.68312489,-73.97895137,3368,5 Ave & 3 St,40.6728155,-73.98352355,33539,Subscriber,1980,male
588,6/1/2019 0:00,6/1/2019 0:10,2000,Front St & Washington St,40.70255088,-73.98940236,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,19770,Subscriber,1974,male
1906,6/1/2019 0:00,6/1/2019 0:32,532,S 5 Pl & S 5 St,40.710451,-73.960876,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,16708,Subscriber,1993,male
2754,6/1/2019 0:00,6/1/2019 0:46,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3764,Bushwick Ave & McKibbin St,40.705517,-73.93936,25711,Customer,1993,male
2037,6/1/2019 0:00,6/1/2019 0:34,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,27056,Subscriber,1965,female
454,6/1/2019 0:00,6/1/2019 0:08,3125,45 Rd & 11 St,40.74708586,-73.94977234,3221,47 Ave & 31 St,40.743,-73.93561,15866,Subscriber,1989,male
642,6/1/2019 0:00,6/1/2019 0:11,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,31606,Customer,1969,unknown
1371,6/1/2019 0:00,6/1/2019 0:23,223,W 13 St & 7 Ave,40.73781509,-73.99994661,450,W 49 St & 8 Ave,40.76227205,-73.98788205,25437,Subscriber,1992,female
1376,6/1/2019 0:00,6/1/2019 0:23,3517,31 St & Hoyt Ave N,40.7711528,-73.9170074,3721,31 St & Newtown Ave,40.76754878,-73.92093346,35073,Subscriber,1989,male
471,6/1/2019 0:00,6/1/2019 0:08,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,3115,India St & Manhattan Ave,40.73232194,-73.9550858,21403,Subscriber,1987,female
364,6/1/2019 0:00,6/1/2019 0:06,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,25298,Subscriber,1987,male
912,6/1/2019 0:00,6/1/2019 0:15,229,Great Jones St,40.72743423,-73.99379025,295,Pike St & E Broadway,40.71406667,-73.99293911,27141,Subscriber,1995,male
781,6/1/2019 0:00,6/1/2019 0:13,3747,E 84 St & 3 Ave,40.77755374,-73.9551276,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,25846,Subscriber,1990,male
353,6/1/2019 0:00,6/1/2019 0:06,490,8 Ave & W 33 St,40.751551,-73.993934,448,W 37 St & 10 Ave,40.75660359,-73.9979009,34916,Subscriber,1986,male
300,6/1/2019 0:00,6/1/2019 0:05,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,21453,Subscriber,1984,male
879,6/1/2019 0:00,6/1/2019 0:15,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,3549,Grand Ave & Bergen St,40.678045,-73.962408,26053,Subscriber,1997,male
952,6/1/2019 0:00,6/1/2019 0:16,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,501,FDR Drive & E 35 St,40.744219,-73.97121214,32987,Subscriber,1960,male
759,6/1/2019 0:00,6/1/2019 0:13,229,Great Jones St,40.72743423,-73.99379025,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,30110,Subscriber,1973,male
322,6/1/2019 0:00,6/1/2019 0:06,3637,Fulton St & Waverly Ave,40.68323865,-73.96599591,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,35031,Customer,1984,female
823,6/1/2019 0:00,6/1/2019 0:14,3763,Wyckoff Av & Jefferson St,40.707165,-73.923711,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,15699,Subscriber,1990,male
870,6/1/2019 0:00,6/1/2019 0:15,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,3549,Grand Ave & Bergen St,40.678045,-73.962408,28476,Subscriber,1994,male
201,6/1/2019 0:00,6/1/2019 0:04,195,Liberty St & Broadway,40.70905623,-74.01043382,351,Front St & Maiden Ln,40.70530954,-74.00612572,33321,Subscriber,1968,male
1451,6/1/2019 0:01,6/1/2019 0:25,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,359,E 47 St & Park Ave,40.75510267,-73.97498696,18643,Customer,1969,unknown
586,6/1/2019 0:01,6/1/2019 0:10,3288,E 88 St & 1 Ave,40.778301,-73.9488134,3376,E 65 St & 2 Ave,40.76471852,-73.9622207,34194,Subscriber,1995,female
86,6/1/2019 0:01,6/1/2019 0:02,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3555,28 St & 41 Ave,40.751047,-73.93797,34158,Subscriber,1988,male
323,6/1/2019 0:01,6/1/2019 0:06,3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,3629,Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,27140,Subscriber,1984,male
2681,6/1/2019 0:01,6/1/2019 0:45,529,W 42 St & 8 Ave,40.7575699,-73.99098507,526,E 33 St & 5 Ave,40.74765947,-73.98490707,25863,Subscriber,1973,female
1233,6/1/2019 0:01,6/1/2019 0:21,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,15666,Customer,1982,male
