tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
139,5/1/2019 0:00,5/1/2019 0:02,447,8 Ave & W 52 St,40.76370739,-73.9851615,423,W 54 St & 9 Ave,40.76584941,-73.98690506,31170,Subscriber,1983,male
754,5/1/2019 0:00,5/1/2019 0:12,3258,W 27 St & 10 Ave,40.75018156,-74.00218427,3255,8 Ave & W 31 St,40.75058535,-73.99468482,25560,Customer,1969,unknown
2308,5/1/2019 0:00,5/1/2019 0:38,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3676,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,33369,Subscriber,1978,male
143,5/1/2019 0:00,5/1/2019 0:02,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,3412,Pacific St & Nevins St,40.6853761,-73.98302136,32041,Subscriber,1997,male
138,5/1/2019 0:00,5/1/2019 0:02,388,W 26 St & 10 Ave,40.74971775,-74.00295035,494,W 26 St & 8 Ave,40.74734825,-73.99723551,35237,Subscriber,1967,male
1598,5/1/2019 0:00,5/1/2019 0:27,310,State St & Smith St,40.68926942,-73.98912867,3322,12 St & 4 Ave,40.668603,-73.9904394,16614,Customer,1973,male
514,5/1/2019 0:01,5/1/2019 0:09,439,E 4 St & 2 Ave,40.7262807,-73.98978041,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,15160,Subscriber,1988,male
524,5/1/2019 0:01,5/1/2019 0:10,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,439,E 4 St & 2 Ave,40.7262807,-73.98978041,16742,Subscriber,1964,male
415,5/1/2019 0:01,5/1/2019 0:08,3092,Berry St & N 8 St,40.7190095,-73.95852515,3109,Banker St & Meserole Ave,40.72606,-73.95621,19973,Subscriber,1987,male
2733,5/1/2019 0:01,5/1/2019 0:47,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,33792,Subscriber,1985,female
236,5/1/2019 0:01,5/1/2019 0:05,3232,Bond St & Fulton St,40.68962189,-73.98304269,3411,Bond St & Bergen St,40.6849668,-73.98620772,34411,Subscriber,1957,female
