tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1463,3/1/2019 0:00,3/1/2019 0:24,319,Fulton St & Broadway,40.711066,-74.009447,347,Greenwich St & W Houston St,40.728846,-74.008591,35618,Subscriber,1989,male
285,3/1/2019 0:00,3/1/2019 0:05,439,E 4 St & 2 Ave,40.7262807,-73.98978041,150,E 2 St & Avenue C,40.7208736,-73.98085795,31113,Subscriber,1980,male
686,3/1/2019 0:00,3/1/2019 0:12,526,E 33 St & 5 Ave,40.74765947,-73.98490707,3474,6 Ave & Spring St,40.7252557,-74.00412083,19617,Subscriber,1987,male
442,3/1/2019 0:01,3/1/2019 0:08,3474,6 Ave & Spring St,40.7252557,-74.00412083,355,Bayard St & Baxter St,40.71602118,-73.99974372,27086,Subscriber,1987,female
2913,3/1/2019 0:01,3/1/2019 0:49,379,W 31 St & 7 Ave,40.749156,-73.9916,212,W 16 St & The High Line,40.74334935,-74.00681753,34791,Subscriber,1991,male
1682,3/1/2019 0:01,3/1/2019 0:29,3232,Bond St & Fulton St,40.68962189,-73.98304269,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,32906,Subscriber,1986,male
769,3/1/2019 0:01,3/1/2019 0:14,377,6 Ave & Canal St,40.72243797,-74.00566443,311,Norfolk St & Broome St,40.7172274,-73.98802084,16223,Subscriber,1987,male
483,3/1/2019 0:01,3/1/2019 0:09,2010,Grand St & Greene St,40.72165481,-74.00234737,316,Fulton St & William St,40.70955958,-74.00653609,15657,Subscriber,1974,male
472,3/1/2019 0:01,3/1/2019 0:09,3082,Hope St & Union Ave,40.71167351,-73.95141312,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,26822,Subscriber,1985,male
3198,3/1/2019 0:02,3/1/2019 0:55,3461,Murray St & Greenwich St,40.71485151,-74.01122332,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,35552,Subscriber,1995,male
909,3/1/2019 0:02,3/1/2019 0:17,173,Broadway & W 49 St,40.76068327,-73.98452729,254,W 11 St & 6 Ave,40.73532427,-73.99800419,34078,Subscriber,1982,female
175,3/1/2019 0:02,3/1/2019 0:05,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,3354,3 St & Prospect Park West,40.668132,-73.97363831,25360,Subscriber,1977,male
306,3/1/2019 0:02,3/1/2019 0:07,467,Dean St & 4 Ave,40.68312489,-73.97895137,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,30822,Subscriber,1971,male
1046,3/1/2019 0:02,3/1/2019 0:19,3435,Grand St & Elizabeth St,40.718822,-73.99596,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,34912,Subscriber,1986,male
1405,3/1/2019 0:02,3/1/2019 0:25,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,259,South St & Whitehall St,40.70122128,-74.01234218,29326,Subscriber,1963,male
739,3/1/2019 0:02,3/1/2019 0:14,350,Clinton St & Grand St,40.71559509,-73.9870295,3080,S 4 St & Rodney St,40.70934,-73.95608,30708,Subscriber,1989,male
251,3/1/2019 0:02,3/1/2019 0:06,346,Bank St & Hudson St,40.73652889,-74.00618026,3660,W 16 St & 8 Ave,40.74102151,-74.00138497,26101,Subscriber,1980,male
591,3/1/2019 0:02,3/1/2019 0:12,317,E 6 St & Avenue B,40.72453734,-73.98185424,3435,Grand St & Elizabeth St,40.718822,-73.99596,24940,Subscriber,1994,male
2287,3/1/2019 0:02,3/1/2019 0:40,334,W 20 St & 7 Ave,40.74238787,-73.99726235,3086,Graham Ave & Conselyea St,40.715143,-73.944507,20310,Subscriber,1976,unknown
425,3/1/2019 0:03,3/1/2019 0:10,487,E 20 St & FDR Drive,40.73314259,-73.97573881,317,E 6 St & Avenue B,40.72453734,-73.98185424,28173,Subscriber,1994,male
