tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
897,7/1/2019 0:00,7/1/2019 0:14,493,W 45 St & 6 Ave,40.7568001,-73.98291153,454,E 51 St & 1 Ave,40.75455731,-73.96592976,18340,Subscriber,1966,male
267,7/1/2019 0:00,7/1/2019 0:04,3143,5 Ave & E 78 St,40.77632142,-73.96427393,3226,W 82 St & Central Park West,40.78275,-73.97137,21458,Customer,1996,male
2201,7/1/2019 0:00,7/1/2019 0:36,317,E 6 St & Avenue B,40.72453734,-73.98185424,3469,India St & West St,40.73181402,-73.95995021,39874,Subscriber,1986,male
1660,7/1/2019 0:00,7/1/2019 0:27,249,Harrison St & Hudson St,40.71870987,-74.0090009,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,38865,Subscriber,1988,male
109,7/1/2019 0:00,7/1/2019 0:02,3552,W 113 St & Broadway,40.805973,-73.964928,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,30256,Subscriber,1997,male
106,7/1/2019 0:00,7/1/2019 0:02,3593,31 St & Broadway,40.761584,-73.925921,3592,Crescent St & Broadway,40.7633589,-73.9286471,16875,Subscriber,1988,male
550,7/1/2019 0:00,7/1/2019 0:09,3507,Park Ave & E 124 St,40.8045555,-73.9396861,3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,34139,Subscriber,1992,male
338,7/1/2019 0:00,7/1/2019 0:05,478,11 Ave & W 41 St,40.76030096,-73.99884222,388,W 26 St & 10 Ave,40.74971775,-74.00295035,39703,Subscriber,1995,male
469,7/1/2019 0:00,7/1/2019 0:08,514,12 Ave & W 40 St,40.76087502,-74.00277668,458,11 Ave & W 27 St,40.751396,-74.005226,28266,Subscriber,1989,male
562,7/1/2019 0:00,7/1/2019 0:09,116,W 17 St & 8 Ave,40.74177603,-74.00149746,462,W 22 St & 10 Ave,40.74691959,-74.00451887,26757,Subscriber,1965,male
2420,7/1/2019 0:00,7/1/2019 0:40,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,28840,Subscriber,1986,male
1058,7/1/2019 0:00,7/1/2019 0:18,3434,W 88 St & West End Ave,40.79025417,-73.9771834,3434,W 88 St & West End Ave,40.79025417,-73.9771834,21038,Subscriber,1984,male
257,7/1/2019 0:00,7/1/2019 0:04,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,25280,Subscriber,1988,male
305,7/1/2019 0:00,7/1/2019 0:05,402,Broadway & E 22 St,40.7403432,-73.98955109,461,E 20 St & 2 Ave,40.73587678,-73.98205027,34925,Subscriber,1965,male
366,7/1/2019 0:01,7/1/2019 0:07,3578,Park Pl & Franklin Ave,40.6741806,-73.9564947,3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,38092,Subscriber,1988,female
1006,7/1/2019 0:01,7/1/2019 0:17,382,University Pl & E 14 St,40.73492695,-73.99200509,545,E 23 St & 1 Ave,40.736502,-73.97809472,17972,Customer,1969,unknown
936,7/1/2019 0:01,7/1/2019 0:16,3674,Jay St & York St,40.70140317,-73.9867267,3795,10 St & 2 Ave,40.671907,-73.993612,31672,Subscriber,1965,male
584,7/1/2019 0:01,7/1/2019 0:11,455,1 Ave & E 44 St,40.75001986,-73.96905301,3711,E 13 St & Avenue A,40.72966729,-73.98067966,38455,Subscriber,1989,male
1147,7/1/2019 0:01,7/1/2019 0:20,3619,Newtown Ave & 23 St,40.7713615,-73.9246145,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,16115,Subscriber,1994,male
980,7/1/2019 0:01,7/1/2019 0:17,382,University Pl & E 14 St,40.73492695,-73.99200509,545,E 23 St & 1 Ave,40.736502,-73.97809472,33945,Customer,1969,unknown
414,7/1/2019 0:01,7/1/2019 0:08,523,W 38 St & 8 Ave,40.75466591,-73.99138152,3259,9 Ave & W 28 St,40.74937024,-73.99923384,33135,Subscriber,1987,male
960,7/1/2019 0:01,7/1/2019 0:17,358,Christopher St & Greenwich St,40.73291553,-74.00711384,494,W 26 St & 8 Ave,40.74734825,-73.99723551,29359,Customer,1969,unknown
536,7/1/2019 0:01,7/1/2019 0:10,116,W 17 St & 8 Ave,40.74177603,-74.00149746,462,W 22 St & 10 Ave,40.74691959,-74.00451887,27844,Subscriber,1963,female
549,7/1/2019 0:01,7/1/2019 0:10,393,E 5 St & Avenue C,40.72299208,-73.97995466,332,Cherry St,40.71219906,-73.97948148,30266,Subscriber,2000,male
1265,7/1/2019 0:01,7/1/2019 0:22,3244,University Pl & E 8 St,40.73143724,-73.99490342,265,Stanton St & Chrystie St,40.72229346,-73.99147535,35387,Subscriber,1985,male
790,7/1/2019 0:01,7/1/2019 0:15,317,E 6 St & Avenue B,40.72453734,-73.98185424,168,W 18 St & 6 Ave,40.73971301,-73.99456405,24899,Subscriber,2000,male
1306,7/1/2019 0:01,7/1/2019 0:23,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,21711,Customer,1990,male
722,7/1/2019 0:01,7/1/2019 0:13,3593,31 St & Broadway,40.761584,-73.925921,3607,31 Ave & 14 St,40.7682,-73.9322662,20641,Subscriber,1970,male
1281,7/1/2019 0:02,7/1/2019 0:23,377,6 Ave & Canal St,40.72243797,-74.00566443,368,Carmine St & 6 Ave,40.73038599,-74.00214988,35065,Customer,1988,male
2109,7/1/2019 0:02,7/1/2019 0:37,440,E 45 St & 3 Ave,40.75255434,-73.97282625,473,Rivington St & Chrystie St,40.72110063,-73.9919254,38129,Customer,1972,male
1520,7/1/2019 0:02,7/1/2019 0:27,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,447,8 Ave & W 52 St,40.76370739,-73.9851615,38393,Customer,1969,unknown
626,7/1/2019 0:02,7/1/2019 0:13,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3771,McKibbin St & Bogart St,40.706237,-73.933871,21054,Customer,1990,male
886,7/1/2019 0:02,7/1/2019 0:17,3259,9 Ave & W 28 St,40.74937024,-73.99923384,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,39274,Subscriber,1990,male
